Rk,Player,Pos,Age,Tm,G▼,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
262,John Collins,PF,24,ATL,54,1663,18.7,0.61,0.273,0.262,6.2,21.5,13.9,8.9,1,3,7.7,20.5,,3.6,1.4,5.1,0.146,,1.5,0,1.5,1.5
263,Josh Giddey,SG,19,OKC,54,1700,13.3,0.478,0.318,0.118,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,,-1.3,1.7,0.4,0.01,,-1.2,0.3,-1,0.4
264,Josh Hart,SG-SF,26,TOT,54,1791,16.1,0.61,0.374,0.371,3.7,20.7,12,18.9,1.7,0.7,14.7,18.6,,2.8,1.5,4.4,0.117,,0.5,0.5,1,1.4
265,George Hill,SG,35,MIL,54,1253,10.2,0.552,0.487,0.225,3.3,9.7,6.6,12.4,1.6,0.5,11.9,11.7,,1.3,1,2.3,0.087,,-2.2,0.6,-1.5,0.1
266,Serge Ibaka,C-PF,32,TOT,54,877,14.4,0.579,0.334,0.149,7.7,22.2,15.1,8.4,0.6,3.3,12,17.8,,0.8,1.1,2,0.108,,-1.3,-0.2,-1.5,0.1
267,Jock Landale,C,26,SAS,54,589,16,0.597,0.436,0.201,11.1,13.5,12.3,10.6,0.8,2,12.3,18.1,,1,0.4,1.5,0.121,,0.7,-1.1,-0.4,0.2
268,Marcus Morris,PF,32,LAC,54,1564,13.7,0.549,0.398,0.214,1.8,14,8.1,11.3,0.9,1,8.4,23.2,,0.9,1.5,2.4,0.074,,-0.3,-1,-1.4,0.3
269,De'Andre Hunter,SF,24,ATL,53,1577,10.6,0.547,0.339,0.289,1.8,10.4,6.1,6.1,1.1,1.2,9.6,19.9,,0.4,0.7,1.1,0.034,,-2.4,-1.5,-3.9,-0.8
270,Frank Jackson,PG,23,DET,53,1164,10.6,0.53,0.578,0.215,1.7,6.7,4,7.6,1.1,0.7,6.7,20.9,,0.3,0.4,0.7,0.031,,-1.8,-1.7,-3.5,-0.4
271,Tony Snell,SG,30,TOT,53,823,6.3,0.541,0.749,0.023,2.1,12,6.9,4.7,1,1.1,9.9,10.1,,0.2,0.2,0.4,0.023,,-3.4,-0.8,-4.2,-0.5
272,Xavier Tillman Sr.,PF,23,MEM,53,701,15.1,0.51,0.227,0.329,9.6,14.5,12,11.6,3.3,1.9,12.1,16.4,,0.6,1.2,1.8,0.121,,-1.1,1.8,0.7,0.5
273,Taj Gibson,C,36,NYK,52,946,12,0.606,0.229,0.313,9.8,16.3,13,4.9,1.2,4.2,12.5,10,,1.4,1.2,2.7,0.135,,-3,1,-2,0
274,Rodney Hood,SF-SG,29,TOT,52,709,7.2,0.493,0.58,0.121,2.3,9.1,5.8,6.9,1,0.8,6.2,10.7,,0.2,0.5,0.7,0.048,,-3.1,-0.3,-3.3,-0.2
275,Timothé Luwawu-Cabarrot,SF,26,ATL,52,685,9.3,0.556,0.656,0.22,2.7,10.3,6.6,7.7,1.3,0.8,8.9,14.3,,0.6,0.3,0.9,0.061,,-2.3,-1,-3.3,-0.2
276,Moses Moody,SG,19,GSW,52,607,10.5,0.573,0.601,0.197,3.2,11,7.2,5.3,0.6,1.6,6.1,15.2,,0.6,0.7,1.3,0.101,,-1.4,-1.1,-2.5,-0.1
277,Aaron Nesmith,SF,22,BOS,52,574,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,,-0.4,0.9,0.4,0.038,,-4.9,0.7,-4.3,-0.3
278,Thaddeus Young,PF,33,TOT,52,845,17,0.548,0.176,0.18,9.8,16.8,13.1,17.7,3.1,2,15,17.4,,0.9,1.3,2.2,0.126,,0.1,2.1,2.2,0.9
279,Brandon Boston Jr.,SG,20,LAC,51,760,11.2,0.481,0.342,0.222,2.4,12.7,7.7,10.1,1.7,1.5,8,22.4,,-0.5,0.9,0.4,0.026,,-2.9,-0.4,-3.3,-0.3
280,Luguentz Dort,SF,22,OKC,51,1665,12.3,0.541,0.539,0.263,2.3,10.9,6.5,8.6,1.3,1,9.8,23.3,,0.2,1.1,1.4,0.04,,-1.5,-0.7,-2.3,-0.1
281,Josh Jackson,SF,24,TOT,51,830,9.5,0.491,0.433,0.257,2.6,16.4,9.2,10,1.5,2.4,12.3,19.7,,-0.7,0.7,0,0.001,,-4.1,-0.4,-4.5,-0.5
282,Derrick Jones Jr.,PF,24,CHI,51,899,13,0.633,0.313,0.359,7.6,13.6,10.6,4.4,1.4,3.2,11.7,12.5,,1.4,0.8,2.2,0.119,,-1.5,0.5,-0.9,0.2
283,Théo Maledon,PG,20,OKC,51,908,10.6,0.5,0.473,0.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,,-0.5,0.8,0.3,0.015,,-3.7,-0.7,-4.4,-0.6
284,Doug McDermott,PF,30,SAS,51,1223,11.4,0.593,0.551,0.11,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,,1.1,0.5,1.6,0.062,,-0.4,-2.1,-2.5,-0.1
285,Rodney McGruder,SG,30,DET,51,754,11.6,0.577,0.649,0.116,4.2,12.1,8,9.6,1.4,0.8,9.2,14.8,,0.7,0.4,1.2,0.075,,-0.7,-0.7,-1.4,0.1
286,Kristaps Porziņģis,PF,26,TOT,51,1481,23.7,0.577,0.329,0.373,7.7,23.1,15.4,13.7,1.3,5,8.3,29.5,,3.2,2.4,5.6,0.18,,3.3,0.6,3.9,2.2
287,Jalen Smith,PF,21,TOT,51,925,18.4,0.595,0.349,0.291,12,24.5,18.2,3.9,0.8,3.9,9.6,20.3,,1.7,1.1,2.8,0.145,,0.9,-1.4,-0.5,0.3
288,Dean Wade,PF,25,CLE,51,980,10.1,0.584,0.654,0.138,3.6,13.1,8.5,7.3,1.5,0.6,6.5,11.1,,1.1,1.1,2.3,0.111,,-1.9,1.3,-0.6,0.4
289,Goga Bitadze,C,22,IND,50,729,18,0.595,0.317,0.373,11.9,15.3,13.5,11.2,1.4,5,13.6,19.9,,1.3,0.6,1.9,0.122,,-0.2,-0.6,-0.8,0.2
290,Willy Hernangómez,C,27,NOP,50,839,22.2,0.582,0.037,0.431,18.5,26.3,22.3,11.9,1.2,2.2,11.6,22.5,,2.2,0.9,3.2,0.18,,1.8,-1.5,0.2,0.5
291,Elfrid Payton,PG,27,PHO,50,549,7.9,0.397,0.103,0.183,4.2,12.8,8.6,23,2.2,1,19.9,18.5,,-1,0.8,-0.2,-0.014,,-4.6,1.2,-3.5,-0.2
292,Joshua Primo,SG,19,SAS,50,965,7.1,0.487,0.507,0.219,3.5,8.9,6.1,10.6,1,2,16.1,15.4,,-0.6,0.6,0,0.001,,-3.9,-1.1,-5,-0.7
293,Nick Richards,C,24,CHO,50,367,15.9,0.689,0,0.478,9.7,15.2,12.4,4.9,1.2,5.4,18.1,15.4,,0.6,0.3,1,0.125,,-2.6,-0.2,-2.8,-0.1
294,Aaron Wiggins,SG,23,OKC,50,1209,10.3,0.556,0.409,0.252,4.3,11,7.6,8.5,1.2,0.8,12.6,15.3,,0.5,0.8,1.2,0.048,,-3.4,-0.9,-4.3,-0.7
295,Dylan Windler,SF,25,CLE,50,459,8.8,0.519,0.714,0.184,5.2,16,10.7,10,1.5,0.6,13.1,11.8,,0.2,0.6,0.8,0.084,,-2.9,1.2,-1.7,0
296,Sterling Brown,SG,26,DAL,49,628,8.4,0.495,0.594,0.097,4.6,21.8,13.2,7.5,1.1,1,12.5,13.2,,-0.1,0.9,0.8,0.061,,-3.4,0.5,-2.9,-0.1
297,Gordon Hayward,SF,31,CHO,49,1564,15.1,0.57,0.357,0.241,2.5,12.8,7.6,16.1,1.4,1.3,10.6,20.7,,1.9,1,2.8,0.087,,0.1,-0.8,-0.7,0.5
298,Wesley Matthews,SG,35,MIL,49,1002,6.9,0.536,0.714,0.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,,0.6,0.6,1.2,0.056,,-3,-0.3,-3.3,-0.3
299,Josh Okogie,SG,23,MIN,49,516,9,0.526,0.452,0.49,5.9,8.7,7.3,6.2,2.4,2.2,15.4,12.1,,0.1,0.5,0.7,0.062,,-3.7,0.9,-2.7,-0.1
300,Cam Reddish,SF,22,TOT,49,1012,12.8,0.543,0.451,0.275,2.7,8.6,5.7,7,2.3,1.4,11.1,22.2,,0.2,0.8,1,0.046,,-1,-0.3,-1.3,0.2
301,Jeremiah Robinson-Earl,C,21,OKC,49,1087,11.7,0.526,0.509,0.167,7,19.1,13,6.7,1.3,1.3,10.1,15.4,,0.4,1,1.5,0.065,,-1.9,-0.3,-2.2,-0.1
302,Kenrich Williams,SF,27,OKC,49,1072,13.3,0.532,0.382,0.174,7.1,14.1,10.5,15.3,2,0.9,11.9,15.6,,0.8,1,1.8,0.081,,-1.3,1.1,-0.3,0.5
303,Thanasis Antetokounmpo,SF,29,MIL,48,473,12.5,0.577,0.109,0.359,9.2,13.4,11.3,6.5,1.6,2.4,14.9,15.7,,0.4,0.5,0.9,0.095,,-3.5,-0.1,-3.5,-0.2
304,OG Anunoby,SF,24,TOR,48,1728,14.8,0.549,0.455,0.169,4.4,12.6,8.3,11,2.1,1.4,9.7,20.5,,1.8,1.9,3.7,0.104,,0.4,0.1,0.5,1.1
305,Marvin Bagley III,PF,22,TOT,48,1146,15.7,0.551,0.217,0.226,9.7,22.6,16,5.2,0.9,1.4,7.4,19.8,,1.2,0.9,2,0.085,,-0.5,-1.8,-2.3,-0.1
306,Greg Brown III,SF,20,POR,48,640,11,0.515,0.321,0.342,6.3,17.3,11.6,8.1,2,3.7,14.1,17.2,,-0.1,0.5,0.4,0.029,,-4,-0.7,-4.7,-0.4
307,DeMarcus Cousins,C,31,TOT,48,718,18.2,0.567,0.377,0.386,11.7,29.1,20.6,15.2,2.4,2.7,18.3,28.1,,0.3,1.3,1.6,0.104,,-1.8,0.2,-1.6,0.1
308,Kessler Edwards,SF,21,BRK,48,987,8.3,0.516,0.509,0.071,5,13.8,9.5,4.1,1.4,2.2,13.2,13.8,,-0.2,0.9,0.6,0.031,,-3.1,-0.8,-3.8,-0.5
309,Ty Jerome,SG,24,OKC,48,801,11.3,0.488,0.567,0.143,2.4,7.7,5,21.3,1.8,0.6,9.6,20.8,,0,0.5,0.5,0.032,,-2.2,-0.2,-2.3,-0.1
310,Stanley Johnson,PF,25,LAL,48,1094,10.5,0.564,0.418,0.295,3.4,11.9,7.6,9.8,1.9,1.1,11,12.5,,0.9,0.9,1.8,0.079,,-2.8,0.1,-2.7,-0.2
311,DeAndre Jordan,C,33,TOT,48,622,17.2,0.641,0,0.28,14.7,31.4,23.1,4.9,0.9,5,18.7,13.9,,0.9,1,1.9,0.145,,-1.5,0.1,-1.4,0.1
312,Romeo Langford,SG,22,TOT,48,771,9.2,0.52,0.445,0.22,4.3,10.7,7.6,3.7,1.4,1.9,7.1,12.9,,0.3,1,1.3,0.082,,-2.3,1,-1.4,0.1
313,Onyeka Okongwu,C,21,ATL,48,992,19.8,0.714,0,0.487,12.8,18.4,15.6,7.6,1.5,5.4,13.8,14,,3.1,1.1,4.2,0.202,,0,0.8,0.8,0.7
314,Davon Reed,SG,26,DEN,48,668,12.2,0.624,0.534,0.093,2.4,15.2,9,10.7,1.8,1.2,8.7,12.1,,0.9,0.7,1.6,0.117,,-0.6,0.3,-0.3,0.3
315,Jalen Suggs,PG,20,ORL,48,1307,8.6,0.455,0.358,0.297,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,,-3,1.3,-1.6,-0.06,,-5.3,-0.2,-5.6,-1.2
316,Duane Washington Jr.,PG,21,IND,48,968,10.2,0.521,0.504,0.143,0.5,9.3,4.8,13,1.3,0.3,11.2,22.6,,-0.2,0.2,0,-0.002,,-1.9,-2.8,-4.8,-0.7
317,Trendon Watford,SF,21,POR,48,869,15.8,0.59,0.142,0.352,7,18.6,12.6,14.6,1.4,3.2,12.5,17.6,,1.4,0.5,1.9,0.104,,-1.4,-0.4,-1.7,0.1
318,Justise Winslow,SF,25,TOT,48,774,13.1,0.479,0.257,0.257,7,20.9,14,16.1,2.2,2.9,14.6,18.9,,-0.3,1.1,0.8,0.048,,-2.7,1,-1.7,0.1
319,LaMarcus Aldridge,C,36,BRK,47,1050,19.6,0.604,0.1,0.223,7.8,18.7,13.4,6.3,0.6,4,8,22.4,,2.1,1,3.1,0.141,,1.3,-0.6,0.7,0.7
320,Nic Claxton,C,22,BRK,47,974,18.6,0.672,0,0.352,10.4,18.9,14.8,6.4,1.2,4.7,11.1,15.1,,2.3,1.2,3.5,0.171,,0.3,0.2,0.4,0.6
321,Jerami Grant,PF,27,DET,47,1500,16.1,0.556,0.363,0.371,1.9,12.4,6.9,12.5,1.4,2.9,9.5,25.7,,1.2,1.1,2.3,0.075,,1.4,-0.2,1.2,1.2
322,Maurice Harkless,SF,28,SAC,47,863,7.7,0.561,0.558,0.155,1.5,12.7,7.1,3.6,1.6,2.4,13.8,11.2,,-0.1,0.6,0.5,0.026,,-3.7,0.4,-3.3,-0.3
323,Daniel Theis,C,29,TOT,47,977,13.2,0.595,0.368,0.247,6.6,18.8,12.7,6.3,1,2.9,12.5,16.2,,0.9,1,1.9,0.093,,-1.9,-0.2,-2.1,0
324,Draymond Green,PF,31,GSW,46,1329,14.3,0.582,0.21,0.354,3.8,23.2,13.8,32.5,2.2,3.6,31.9,14.3,,0.8,2.8,3.6,0.131,,-1.4,4.6,3.2,1.8
325,Quentin Grimes,SG,21,NYK,46,786,10.7,0.565,0.804,0.081,3.2,9.8,6.4,8.5,2,1.4,10.3,15.1,,0.6,0.9,1.4,0.087,,-1.2,0.9,-0.3,0.3
326,Larry Nance Jr.,PF,29,TOT,46,1040,14.4,0.59,0.283,0.231,7.4,19.3,13.1,11.4,2,1.9,12,12.8,,1.5,0.8,2.3,0.104,,-0.5,0.4,-0.1,0.5
327,David Nwaba,SF,29,HOU,46,609,15.3,0.567,0.278,0.381,7.4,20,13.6,8.5,2.2,2.9,9.3,15.8,,0.8,0.5,1.3,0.105,,-0.6,0,-0.6,0.2
328,Lance Stephenson,SG-SF,31,TOT,46,814,13.6,0.536,0.279,0.248,1.6,16,8.7,30.2,1.4,0.4,16.7,22.6,,0.4,0.4,0.8,0.048,,-1.6,-1.6,-3.1,-0.2
329,Richaun Holmes,C,28,SAC,45,1074,17.8,0.689,0.017,0.3,9.3,22.9,16.1,6.8,0.8,3.3,14.2,15.8,,2.4,0.9,3.2,0.145,,-0.4,-0.1,-0.5,0.4
330,Joe Ingles,SF,34,UTA,45,1122,10,0.551,0.789,0.077,1.2,11.2,6.4,19,1,0.4,13.5,13.2,,1.3,0.9,2.2,0.094,,-0.7,0.5,-0.3,0.5
331,Norman Powell,SF-SG,28,TOT,45,1458,16.3,0.603,0.418,0.385,1.5,9.7,5.4,10.8,1.4,1.4,8.9,23.1,,2.4,0.4,2.8,0.093,,1.2,-1.5,-0.3,0.6
332,Isaiah Roby,PF,23,OKC,45,948,18.3,0.607,0.307,0.359,8,15.6,11.8,12.1,1.8,3.3,10.3,19,,1.8,1.1,2.9,0.147,,0.4,0.2,0.6,0.6
333,Ish Wainright,PF,27,PHO,45,359,9.4,0.494,0.567,0.115,8.3,7.9,8.1,5.3,2.7,1.5,10.6,14.7,,0,0.6,0.6,0.079,,-3,1,-2,0
334,Gorgui Dieng,C,32,ATL,44,371,17.3,0.624,0.607,0.232,9.5,26.1,17.8,12.7,1.5,3.1,13.9,16.9,,0.8,0.4,1.2,0.155,,1.4,0.8,2.1,0.4
335,Malachi Flynn,PG,23,TOR,44,537,11.7,0.488,0.492,0.131,1.9,11.3,6.4,18.5,1.9,0.7,6.3,16.5,,0.5,0.5,1,0.092,,-1.8,0.4,-1.5,0.1
336,Anthony Gill,PF,29,WAS,44,463,14.7,0.682,0.239,0.477,8,12.2,10.2,8.3,0.5,2,12,14.4,,1.1,0.2,1.4,0.14,,-0.6,-1.3,-1.9,0
337,Wayne Ellington,SG,34,LAL,43,810,9.9,0.593,0.89,0.046,1.3,8.9,5.1,5,1.4,0.5,7.3,13.8,,0.6,0.4,1,0.062,,-0.7,-0.6,-1.4,0.1
338,Mike Muscala,C,30,OKC,43,592,19.7,0.63,0.657,0.23,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,,1.4,0.7,2.1,0.17,,3.8,1.2,5,1.1
339,Ignas Brazdeikis,SF,23,ORL,42,536,10.2,0.52,0.463,0.17,4.5,9.7,7.1,10.7,0.9,0.5,7.8,17.7,,0.2,0.3,0.5,0.041,,-2.7,-1.6,-4.3,-0.3
340,Trey Burke,PG,29,DAL,42,441,10,0.475,0.381,0.107,1,7.3,4.2,20.7,1.4,0,10.4,25.6,,-0.4,0.4,0,0.003,,-3.6,-1.4,-5,-0.3
341,Jared Butler,SG,21,UTA,42,360,12.1,0.509,0.583,0.106,1.6,11.8,6.8,26,2.3,2,17.3,23.1,,0,0.5,0.4,0.057,,-2.3,0.7,-1.6,0
342,Donte DiVincenzo,SG,25,TOT,42,1006,11.3,0.51,0.649,0.247,4.3,14,9.1,16.1,2.3,0.7,16.2,18.9,,-0.1,0.9,0.7,0.035,,-1.8,-0.5,-2.3,-0.1
343,Rui Hachimura,PF,23,WAS,42,943,14.9,0.579,0.323,0.173,3,15.6,9.4,7.9,1.2,0.8,7.4,20.9,,0.9,0.6,1.4,0.073,,0.2,-1.7,-1.5,0.1
344,Tim Hardaway Jr.,SG,29,DAL,42,1245,12.7,0.52,0.574,0.194,1.2,12.8,7,11.4,1.5,0.4,5.6,22,,0.5,1.5,2,0.077,,-0.4,0.2,-0.2,0.6
345,Danuel House Jr.,SF,28,TOT,42,727,10.6,0.555,0.591,0.293,2.8,13.8,8.4,8.4,1.4,2.1,12.9,15.2,,0.4,0.7,1,0.068,,-1.3,0.2,-1.1,0.2
346,Nassir Little,SF,21,POR,42,1088,13.5,0.575,0.489,0.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,,1.2,0.6,1.7,0.076,,-0.9,-0.6,-1.5,0.2
347,Myles Turner,C,25,IND,42,1235,17.4,0.615,0.466,0.267,5.8,21.3,13.4,5.1,1.1,8.3,10.9,17.1,,1.7,1.4,3.1,0.12,,0.1,1.4,1.4,1.1
348,Alex Caruso,SG,27,CHI,41,1147,11.7,0.528,0.492,0.285,3.3,11.2,7.3,18.5,3,1.1,16.5,13.3,,0.7,1.2,2,0.082,,-2.2,2.3,0.2,0.6
349,Sandro Mamukelashvili,PF,22,MIL,41,407,14.7,0.618,0.452,0.191,9.3,12,10.7,7.4,1.1,2.1,10.7,14.6,,0.8,0.3,1.1,0.135,,0.6,-1,-0.3,0.2
350,Zeke Nnaji,PF,21,DEN,41,698,13.5,0.629,0.43,0.349,9.3,14.1,11.8,3.4,1.1,1.7,9.7,14.9,,1.2,0.6,1.8,0.123,,-0.7,-1.6,-2.2,0
351,Jericho Sims,PF,23,NYK,41,555,11.6,0.674,0,0.537,11.6,21.3,16.4,5.3,1,3.9,23.1,6.9,,0.7,0.8,1.5,0.128,,-2.8,1.1,-1.7,0
352,Bradley Beal,SG,28,WAS,40,1439,17.5,0.539,0.272,0.263,3,11.4,7.3,30.8,1.2,0.9,13.6,30.8,,0.6,0.7,1.4,0.046,,2,-1.2,0.8,1
353,Moses Brown,C,22,TOT,40,345,18.5,0.612,0,0.667,12.7,30.5,21.7,0.4,1,4.2,12.5,20.7,,0.5,0.7,1.2,0.16,,-2.4,-0.9,-3.3,-0.1
354,Anthony Davis,C,28,LAL,40,1404,23.9,0.578,0.101,0.351,8.1,22,15.1,14.7,1.7,5.7,9.3,27.1,,2.6,2,4.5,0.155,,2.6,1.2,3.8,2
355,Juancho Hernangómez,PF,26,TOT,40,445,11.5,0.542,0.651,0.321,7,17.1,12.2,6,1.6,2,11.7,13.4,,0.3,0.6,0.9,0.095,,-0.7,0.1,-0.6,0.2
356,Miles McBride,PG,21,NYK,40,372,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,,-0.1,0.4,0.2,0.032,,-5.5,1,-4.5,-0.2
357,Kelly Olynyk,C,30,DET,40,764,16.7,0.561,0.416,0.311,7.3,18.3,12.5,23.3,2,2.2,15.1,21.5,,0.8,0.8,1.6,0.104,,0.5,1,1.6,0.7
358,Matt Thomas,SG,27,CHI,40,459,9.9,0.564,0.679,0.149,0.7,11.5,6.1,5.8,0.9,0.6,5.3,14.5,,0.3,0.2,0.6,0.058,,-1.2,-1.4,-2.6,-0.1
359,Kent Bazemore,SF,32,LAL,39,545,6,0.451,0.576,0.122,2.6,11,6.8,8.1,2.2,1.5,12.5,13.2,,-0.4,0.5,0.1,0.006,,-5.1,0.8,-4.3,-0.3
360,Derrick Favors,C,30,OKC,39,653,13.6,0.534,0.088,0.137,9,20.2,14.5,5.9,1.3,1.7,4.5,13.4,,0.8,0.7,1.4,0.105,,-2.3,0.3,-2.1,0
361,Alex Len,C,28,SAC,39,620,13.1,0.577,0.119,0.358,9,19.3,14.1,10.6,1,3.5,17.4,17.1,,0.4,0.5,0.9,0.07,,-3.2,0.3,-2.9,-0.1
362,Rajon Rondo,PG,35,TOT,39,697,10.9,0.496,0.5,0.148,2.4,14.4,8.5,33.1,2.1,0.8,26.6,16,,-0.1,0.8,0.7,0.048,,-2.4,0.7,-1.7,0.1
363,Gary Clark,PF,27,NOP,38,378,11.4,0.547,0.795,0.114,6.6,20.1,13.2,6.4,1.7,1.8,9.8,11.6,,0.3,0.4,0.7,0.092,,0.1,0,0.1,0.2
364,Paul Reed,C,22,PHI,38,302,21.4,0.568,0.083,0.146,16.6,17.4,17,8.3,5.5,4.2,8.9,16.7,,0.6,0.7,1.3,0.212,,-0.8,2.9,2.1,0.3
365,Admiral Schofield,SF,24,ORL,38,469,7.5,0.538,0.612,0.116,3.8,16.3,10,7.9,0.4,1,13.4,14.5,,-0.1,0.3,0.3,0.027,,-4.2,-1.2,-5.4,-0.4
366,Yuta Watanabe,SF,27,TOR,38,445,11.5,0.524,0.572,0.29,4.2,19,11.2,6.6,1.2,3.5,10.9,16.8,,0.1,0.6,0.7,0.075,,-1.9,0,-2,0
367,Jarrett Culver,SG,22,MEM,37,338,8.7,0.433,0.348,0.252,3.9,11.1,7.4,13,2.8,1.3,11.8,20.6,,-0.4,0.5,0.1,0.012,,-5.7,0.3,-5.4,-0.3
368,Keon Johnson,SG,19,TOT,37,697,8.7,0.453,0.368,0.188,3.7,9.1,6.3,16.3,2,1.7,13.5,21.2,,-0.8,0.4,-0.5,-0.031,,-4,-2,-5.9,-0.7
369,Nathan Knight,PF,24,MIN,37,267,18.7,0.603,0.148,0.682,12.5,21.8,17.1,11.9,1.2,2.9,13.6,20.7,,0.6,0.3,1,0.171,,-0.7,0.1,-0.6,0.1
370,Saben Lee,PG,22,DET,37,604,13.8,0.499,0.339,0.401,3.1,13,7.8,26.2,2.9,1.8,14.7,17.3,,0.3,0.7,0.9,0.073,,-1.9,1.5,-0.4,0.2
371,Dennis Smith Jr.,PG,24,POR,37,638,13.2,0.474,0.143,0.339,3.3,12.2,7.6,30.5,3.4,1.9,19,18.2,,-0.1,0.5,0.4,0.031,,-2.8,1.2,-1.7,0.1
372,Kemba Walker,PG,31,NYK,37,948,13.9,0.537,0.538,0.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,,1,0.9,1.8,0.093,,0.7,-0.2,0.4,0.6
373,Bismack Biyombo,C,29,PHO,36,506,17.3,0.596,0,0.49,13.7,21.5,17.7,6.2,1.1,4.6,12.4,17.1,,0.9,0.9,1.8,0.17,,-1.7,0.4,-1.3,0.1
374,Malcolm Brogdon,PG,29,IND,36,1206,18,0.557,0.343,0.308,3,14.3,8.6,26.9,1.2,1,11.1,24.6,,2.2,0.4,2.7,0.106,,2.8,-0.5,2.3,1.3
375,Justin Champagnie,SF,20,TOR,36,281,13.6,0.571,0.418,0.134,13.5,14.3,13.9,5.4,1.4,1.4,10.1,12,,0.5,0.3,0.8,0.138,,-1.3,-0.7,-2,0
376,Brandon Goodwin,PG,26,CLE,36,502,11.8,0.501,0.357,0.247,3.1,11.4,7.4,26,2.5,0.2,17.4,18.2,,0.1,0.7,0.7,0.069,,-2.6,1.1,-1.6,0.1
377,Elijah Hughes,SG-SF,23,TOT,36,434,5.4,0.426,0.66,0.063,1.5,13.4,7.3,7.2,1.6,1.8,10.3,16.5,,-0.6,0.3,-0.4,-0.043,,-5.2,-1.7,-6.9,-0.5
378,Isaiah Jackson,PF,20,IND,36,541,20.5,0.607,0.078,0.427,12.2,18.7,15.4,2.9,2.3,8.4,14,22.5,,0.7,0.7,1.4,0.126,,-1.6,0.1,-1.5,0.1
379,Robin Lopez,C,33,ORL,36,612,13.7,0.57,0.03,0.271,11.7,10,10.9,14.4,0.2,2.7,16.5,18.9,,0.5,0.3,0.8,0.064,,-2.4,-1.4,-3.8,-0.3
380,Killian Tillie,C,23,MEM,36,461,7.6,0.452,0.677,0.063,4.7,9.1,6.8,5.9,2.4,2.9,9.1,12.8,,-0.1,0.6,0.6,0.058,,-3.8,1.1,-2.7,-0.1
381,Lonzo Ball,PG,24,CHI,35,1212,14.5,0.575,0.679,0.073,3.3,14.3,8.8,20,2.6,2.2,17.2,17.4,,0.8,1.4,2.2,0.088,,0.9,1.6,2.5,1.4
382,Leandro Bolmaro,SF,21,MIN,35,241,5.4,0.419,0.333,0.241,6.9,12.3,9.6,11,1.2,0,17.9,12.6,,-0.1,0.2,0,0.004,,-5.1,-0.7,-5.8,-0.2
383,Enes Freedom,C,29,BOS,35,411,15,0.585,0.052,0.289,16.5,25.4,21,2.7,0.6,3.1,15.5,13.9,,0.6,0.7,1.4,0.16,,-1.2,-0.2,-1.4,0.1
384,Chris Chiozza,PG,26,GSW,34,372,4.4,0.407,0.654,0.037,2.7,7.7,5.3,22.5,1.7,0,28,13.4,,-0.5,0.5,0,-0.004,,-5.7,-0.2,-6,-0.4
385,Marquese Chriss,PF,24,DAL,34,346,14.8,0.518,0.187,0.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,,0.2,0.6,0.8,0.108,,-3.8,0,-3.8,-0.2
386,Jake Layman,SF,27,MIN,34,231,9,0.5,0.479,0.247,2.7,14.3,8.4,5.3,1.4,2.1,11,16.4,,-0.1,0.2,0.1,0.024,,-3.3,-0.6,-3.9,-0.1
387,Ricky Rubio,PG,31,CLE,34,970,14,0.488,0.423,0.251,1.7,14.1,8,34.6,2.5,0.6,16.5,24.9,,-0.1,1.4,1.3,0.064,,-1,1.2,0.2,0.5
388,Paul Millsap,PF,36,TOT,33,376,10.8,0.458,0.304,0.209,12.3,20.7,16.6,10.4,1.3,3.1,13.1,16.7,,0,0.5,0.5,0.061,,-3.7,0.3,-3.4,-0.1
389,Terry Taylor,SG,22,IND,33,714,19,0.656,0.173,0.232,14.6,12.2,13.4,8.6,1,1,8.7,15.9,,2.2,0.2,2.4,0.16,,2.2,-2.7,-0.6,0.3
390,JT Thor,PF,19,CHO,33,262,9.7,0.525,0.491,0.364,4.4,13.1,8.7,9.2,1.5,4,13.6,12,,0.1,0.2,0.3,0.058,,-3.1,0.1,-3,-0.1
391,Santi Aldama,PF,21,MEM,32,360,10.2,0.452,0.364,0.242,9.4,16.1,12.6,7.7,0.8,2.5,9.9,18.4,,-0.1,0.4,0.3,0.044,,-4.2,-1.5,-5.7,-0.3
392,Dillon Brooks,SF,26,MEM,32,885,15.5,0.515,0.283,0.202,3.4,8.8,6,15.4,1.9,0.8,8,28.8,,0.7,0.9,1.6,0.087,,-1,-0.8,-1.8,0
